,princeton_positions,o_net_titles,similarity_score
4411,Division Engineering,Automotive Engineering Technicians,0.408248290463863
4412,Assistant Coach,Food Preparation Workers,0.0
4413,Upward Analyst,Food Preparation Workers,0.0
4414,Module Team Program Manager,Team Assemblers,0.35355339059327373
4415,Resource Coach,Water Resource Specialists,0.408248290463863
4416,Rates Sales,Sales Managers,0.4999999999999999
4417,Teaching Fellow,"Teaching Assistants, Postsecondary",0.408248290463863
4418,Associate Scientist II,Food Preparation Workers,0.0
4419,MA Candidate,Food Preparation Workers,0.0
4420,Materials Scientist,Materials Engineers,0.4999999999999999
4421,Student Manager,Food Preparation Workers,0.0
4422,Analytics Course Instructor,Food Preparation Workers,0.0
4423,Outreach Coordinator,Food Preparation Workers,0.0
4424,Assistant Director of Undergraduate Studies,Cleaners of Vehicles and Equipment,0.19999999999999998
4425,Research Therapist,Clinical Research Coordinators,0.408248290463863
4426,Script Coordinator,Food Preparation Workers,0.0
4427,Director of Programs,"Eligibility Interviewers, Government Programs",0.2886751345948129
4428,Senior Clinical Biomarker Lead,Clinical Neuropsychologists,0.35355339059327373
4429,Engineering Lead,Automotive Engineering Technicians,0.408248290463863
4430,Playwright,Food Preparation Workers,0.0
4431,Energy Markets Consultant,Energy Auditors,0.408248290463863
4432,Quantitative Researcher,Financial Quantitative Analysts,0.408248290463863
4433,Technical Director,Technical Writers,0.4999999999999999
4434,Operational Specialist,Food Preparation Workers,0.0
4435,Analyst,Food Preparation Workers,0.0
4436,Cloud Account Executive,Executive Secretaries and Executive Administrative Assistants,0.408248290463863
4437,ORISE Emerging Leaders,"Military Officer Special and Tactical Operations Leaders, All Other",0.19245008972987526
4438,Senior Computational Biologist,Food Preparation Workers,0.0
4439,Legislative Correspondent,Food Preparation Workers,0.0
4440,Aviation Platoon Leader,Aviation Inspectors,0.408248290463863
4441,Data Analyst,Data Scientists,0.4999999999999999
4442,ESG Research Analyst,Clinical Research Coordinators,0.3333333333333334
4443,Master of Education,"Education Teachers, Postsecondary",0.3333333333333334
4444,Clinical Psychology Extern,Clinical Neuropsychologists,0.408248290463863
4445,Legal Fellow,Paralegals and Legal Assistants,0.35355339059327373
4446,Senior Data Science Researcher,Data Scientists,0.35355339059327373
4447,Senior Full Stack Engineer,Food Preparation Workers,0.0
4448,Paralegal Casehandler,Food Preparation Workers,0.0
4449,ASSOCIATE I,Food Preparation Workers,0.0
4450,Supervising Analyst,Food Preparation Workers,0.0
4451,Marketing Manager II,Marketing Managers,0.408248290463863
4452,Political Coordinator,Political Scientists,0.4999999999999999
4453,BlueSwell Program Manager,Food Preparation Workers,0.0
4454,Business Development,Business Continuity Planners,0.408248290463863
4455,Founding Artistic Director,Food Preparation Workers,0.0
4456,Chief Growth Officer,Chief Executives,0.408248290463863
4457,Office Coordinator,"Office Clerks, General",0.408248290463863
4458,Real Estate Growth Associate,Real Estate Brokers,0.5773502691896258
4459,Primary Outdoor Leader,Outdoor Power Equipment and Other Small Engine Mechanics,0.2041241452319315
4460,Board of Director,Cleaners of Vehicles and Equipment,0.25819888974716115
4461,Incoming Resident,Food Preparation Workers,0.0
4462,Lead Product Specialist,Demonstrators and Product Promoters,0.2886751345948129
4463,Data Engineering Consultant,Data Scientists,0.408248290463863
4464,Senior Community Investment Specialist,Investment Fund Managers,0.2886751345948129
4465,Builder,Food Preparation Workers,0.0
4466,Compliance and Ethics Analyst,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.36380343755449945
4467,Commercial Lead,Commercial Divers,0.4999999999999999
4468,Strategic Finance Associate,Food Preparation Workers,0.0
4469,Senior Machine Learning Engineer,Sewing Machine Operators,0.2886751345948129
4470,RTG Postdoctoral Trainee,Food Preparation Workers,0.0
4471,Deputy Project Manager,Project Management Specialists,0.3333333333333334
4472,Curatorial and Communications Manager,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.36380343755449945
4473,Senior Reporting Fellow,Food Preparation Workers,0.0
4474,Data Engineer III,Data Scientists,0.408248290463863
4475,House Officer V,"Military Officer Special and Tactical Operations Leaders, All Other",0.2357022603955158
4476,Principal Behavioral Designer,Substance Abuse and Behavioral Disorder Counselors,0.2357022603955159
4477,Junior Data Scientist,Data Scientists,0.408248290463863
4478,Financial Coordinator,Financial Examiners,0.4999999999999999
4479,Coach,Food Preparation Workers,0.0
4480,Latin Teacher,Food Preparation Workers,0.0
4481,"Diversity, Equity, and Inclusion Student Coordinator","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.29704426289300234
4482,Senior Technology Specialist,Information Technology Project Managers,0.2886751345948129
4483,Senior Content Marketing Writer,Marketing Managers,0.35355339059327373
4484,Social Media Analyst,Healthcare Social Workers,0.3333333333333334
4485,Senior Financial Consultant,Financial Examiners,0.408248290463863
4486,Director of Creative Strategy,Cleaners of Vehicles and Equipment,0.22360679774997896
4487,Professional cyclist,Food Preparation Workers,0.0
4488,Assurance Senior Manager,Software Quality Assurance Analysts and Testers,0.2357022603955159
4489,Growth Investor,Food Preparation Workers,0.0
4490,Editorial Consultant,Food Preparation Workers,0.0
4491,Source Water Analyst,Water/Wastewater Engineers,0.3333333333333334
4492,Market Fellow,Market Research Analysts and Marketing Specialists,0.2886751345948129
4493,English III Teacher,"English Language and Literature Teachers, Postsecondary",0.2357022603955159
4494,Look Dev R&D Software Engineer,Software Developers,0.35355339059327373
4495,6th Grade Teacher,Food Preparation Workers,0.0
4496,Executive Editor,Executive Secretaries and Executive Administrative Assistants,0.4999999999999999
4497,Clinical Informatics Fellow,Clinical Neuropsychologists,0.408248290463863
4498,Visual Arts Teacher,Food Preparation Workers,0.0
4499,Investment Strategist,Investment Fund Managers,0.408248290463863
4500,Process Engineer III,Photographic Process Workers and Processing Machine Operators,0.2182178902359924
4501,Critical Care Medicine Fellow,Critical Care Nurses,0.5773502691896258
4502,Senior Operations Manager,Airfield Operations Specialists,0.3333333333333334
4503,Strategy and Research Analyst,Computer and Information Research Scientists,0.4472135954999579
4504,Paralegal,Food Preparation Workers,0.0
4505,Elementary School Teacher,"Special Education Teachers, Elementary School",0.5163977794943223
4506,Boarding School Counselor,School Psychologists,0.408248290463863
4507,Associate Vice President,Food Preparation Workers,0.0
4508,Director of Strategy,Cleaners of Vehicles and Equipment,0.25819888974716115
4509,Flare Capital Scholar,Food Preparation Workers,0.0
4510,Global Events Manager,Food Preparation Workers,0.0
4511,Science and Government Relations Counsel,Government Property Inspectors and Investigators,0.39999999999999997
4512,Manufacturing Associate IV,Manufacturing Engineers,0.408248290463863
4513,Head of Credit Derivatives,Credit Counselors,0.35355339059327373
4514,Co-Chief Executive Officer,Executive Secretaries and Executive Administrative Assistants,0.35355339059327373
4515,Senior Customer Relationship Manager,Customer Service Representatives,0.2886751345948129
4516,Supply Chain Lead,Supply Chain Managers,0.6666666666666669
4517,Decision Analytics Consultant,Food Preparation Workers,0.0
4518,Classroom teacher,Food Preparation Workers,0.0
4519,Russian Language Teacher,Speech-Language Pathologists,0.3333333333333334
4520,Active duty Army officer,"Military Officer Special and Tactical Operations Leaders, All Other",0.16666666666666666
4521,Data Analyst & Research Coordinator,Data Scientists,0.35355339059327373
4522,Research Scientist Intern,Clinical Research Coordinators,0.3333333333333334
4523,Post-doctoral researcher,Food Preparation Workers,0.0
4524,Adjunct Faculty,Food Preparation Workers,0.0
4525,Research Scientist I,Clinical Research Coordinators,0.408248290463863
4526,Literary Manager,Food Preparation Workers,0.0
4527,Black + Ethnic Studies Curriculum Writer,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.3380617018914066
4528,Tenure-Track Assistant Professor,Signal and Track Switch Repairers,0.22360679774997896
4529,Non-Resident Tutor,Non-Destructive Testing Specialists,0.2886751345948129
4530,Value Consultant,Food Preparation Workers,0.0
4531,Actor,Food Preparation Workers,0.0
4532,Innovation Manager,Food Preparation Workers,0.0
4533,Talent Acquisition Operations Specialist,Talent Directors,0.35355339059327373
4534,President Elect,Food Preparation Workers,0.0
4535,Medical Journalist,Medical Transcriptionists,0.4999999999999999
4536,Librettist,Food Preparation Workers,0.0
4537,Property Underwriter,Government Property Inspectors and Investigators,0.3162277660168379
4538,Venture Capital Associate,Food Preparation Workers,0.0
4539,Product Development Specialist,Biofuels/Biodiesel Technology and Product Development Managers,0.4364357804719848
4540,eCommerce Analyst,Food Preparation Workers,0.0
4541,Freelance Writer,Food Preparation Workers,0.0
4542,Assistant Dean,Food Preparation Workers,0.0
4543,Senior Instock Manager,Food Preparation Workers,0.0
4544,Associate Project Developer,Project Management Specialists,0.3333333333333334
4545,Systematic Trader,Food Preparation Workers,0.0
4546,Business Intelligence Engineer Manager,Business Intelligence Analysts,0.5773502691896258
4547,Internist,Food Preparation Workers,0.0
4548,System Integration Engineer,Chemical Plant and System Operators,0.25819888974716115
4549,Bachelor's student,Food Preparation Workers,0.0
4550,Player,Food Preparation Workers,0.0
4551,Staff Psychiatrist,Food Preparation Workers,0.0
4552,Private Equity Investment Analyst,"Cooks, Private Household",0.2886751345948129
4553,Opto-Electronic Integration Researcher,Electrical and Electronic Equipment Assemblers,0.22360679774997896
4554,Category Insights Manager,Food Preparation Workers,0.0
4555,Freelance,Food Preparation Workers,0.0
4556,Head of Business Development,Appraisers of Personal and Business Property,0.4082482904638631
4557,Postdoctoral Scientist,Food Preparation Workers,0.0
4558,Deputy Chief Operating Officer,Chief Executives,0.35355339059327373
4559,PGY3 Resident,Food Preparation Workers,0.0
4560,District Staff Assistant,Food Preparation Workers,0.0
4561,Administrative Coordinator,Administrative Services Managers,0.408248290463863
4562,Email Marketing Manager,Marketing Managers,0.408248290463863
4563,Post-doc,Food Preparation Workers,0.0
4564,Founding Executive Director,Executive Secretaries and Executive Administrative Assistants,0.408248290463863
4565,Consultant,Food Preparation Workers,0.0
4566,Design Operations Lead,Airfield Operations Specialists,0.3333333333333334
4567,Litigation Paralegal,Food Preparation Workers,0.0
4568,Digital Asset Assistant,Digital Forensics Analysts,0.3333333333333334
4569,Growth Equity Investor,Food Preparation Workers,0.0
4570,Library Assistant,Library Technicians,0.4999999999999999
4571,Pricing Analyst,Food Preparation Workers,0.0
4572,Senior Crisis Counselor,Food Preparation Workers,0.0
4573,Medical Assistant,Medical Transcriptionists,0.4999999999999999
4574,Sixth Grade Teacher,Food Preparation Workers,0.0
4575,Surgery Resident,Food Preparation Workers,0.0
4576,Clinical Trial Manager,Clinical Neuropsychologists,0.408248290463863
4577,Production Assistant,Hydroelectric Production Managers,0.408248290463863
4578,Clinical Supervisor,Clinical Neuropsychologists,0.4999999999999999
4579,Executive Educational Consultant,Executive Secretaries and Executive Administrative Assistants,0.408248290463863
4580,Management Analyst,Management Analysts,0.4999999999999999
4581,Senior Communications Manager,"Communications Teachers, Postsecondary",0.3333333333333334
4582,Mental Health Nurse Practitioner,Mental Health Counselors,0.5773502691896258
4583,Policy Lead,Climate Change Policy Analysts,0.35355339059327373
4584,International Teaching Fellow,"Teaching Assistants, Postsecondary",0.3333333333333334
4585,Assistant Program Officer,"Military Officer Special and Tactical Operations Leaders, All Other",0.19245008972987526
4586,Technology Consultant,Information Technology Project Managers,0.35355339059327373
4587,Frontend Engineer,Food Preparation Workers,0.0
4588,Software Engineering Consultant,Software Developers,0.408248290463863
4589,Senior Site Engagement Associate,Brownfield Redevelopment Specialists and Site Managers,0.20412414523193154
4590,Co Host,Food Preparation Workers,0.0
4591,Systems Neuroscientist,Computer Systems Analysts,0.408248290463863
4592,Associate Head Coach,Chefs and Head Cooks,0.2886751345948129
4593,Data and Policy Manager,Insurance Claims and Policy Processing Clerks,0.4082482904638631
4594,Senior Research Officer,Clinical Research Coordinators,0.3333333333333334
4595,Development Executive,Executive Secretaries and Executive Administrative Assistants,0.4999999999999999
4596,Aerodynamics Lead,Food Preparation Workers,0.0
