,Target Job Title,Matched Job Title,Similarity Score
4144,Psychiatric Technician,Psychiatric Technicians,0.9739665
4145,Software Development Engineer,Software Developers,0.8473246
4146,Cloud Engineer,Information Security Engineers,0.5718616
4147,Resident Medical Officer,Medical Assistants,0.64872384
4148,Scholar in Residence,Archivists,0.48465386
4149,Electrical Low Yield Analysis Engineer,Electrical Engineers,0.6102616
4150,Park Ranger,Park Naturalists,0.60625005
4151,Senior Operations Engineer,Industrial Engineers,0.7059141
4152,Public Utility Analyst,Budget Analysts,0.6008488
4153,Reader Advisor,Residential Advisors,0.5395515
4154,Psychologist,"Psychologists, All Other",0.8477978
4155,Professional baseball player,Sports Medicine Physicians,0.5343688
4156,Edge AI Platform Engineer,Computer Hardware Engineers,0.48533976
4157,Advanced Physicist,Physicists,0.8345391
4158,Performance Director,Talent Directors,0.5708864
4159,Chief Banking Officer,Financial Managers,0.6616866
4160,Visiting Fellow,Amusement and Recreation Attendants,0.37077844
4161,Senior Success Manager,Marketing Managers,0.5880648
4162,Associate Officer,Infantry Officers,0.68318176
4163,Planner,Urban and Regional Planners,0.62047446
4164,Research Associate,Clinical Research Coordinators,0.5945022
4165,Digital Marketing Manager,Marketing Managers,0.8074201
4166,Senior Staff R&D Scientist,Natural Sciences Managers,0.52986014
4167,Senior UX Researcher,Archivists,0.5071274
4168,Co-Lead,Boilermakers,0.33013326
4169,Registered Nurse,Registered Nurses,0.9565349
4170,Material Scientist,Materials Scientists,0.8778714
4171,Project Scientist,Project Management Specialists,0.7397712
4172,Community Leader,Social and Community Service Managers,0.51494884
4173,Machine Learning Engineering Manager,Computer Hardware Engineers,0.51848376
4174,Director Of Engineering,Electrical Engineers,0.6538509
4175,Associate Civil Engineer,Civil Engineers,0.8785897
4176,Cook,"Cooks, All Other",0.7625629
4177,New York Courts Reporter,Judicial Law Clerks,0.50741875
4178,Class Dean,"Teachers and Instructors, All Other",0.45745388
4179,Copywriter,Proofreaders and Copy Markers,0.5032976
4180,Recruitment Coordinator,Instructional Coordinators,0.6360524
4181,Lead Technical Product Marketing Manager,Marketing Managers,0.6896284
4182,Cloud Technical Account Manager,Computer and Information Systems Managers,0.48993868
4183,Private Practice Clinician,Nurse Practitioners,0.62445194
4184,Institutional Equities Division Associate,Regulatory Affairs Specialists,0.44966865
4185,Principal Software Development Engineer,Software Developers,0.74971455
4186,Upfitter Strategy Manager,General and Operations Managers,0.44805306
4187,Advance Laboratory Assistant,Medical and Clinical Laboratory Technicians,0.6946372
4188,Instrumentation Engineer,Mechanical Engineers,0.66581523
4189,Global Marketing Manager,Marketing Managers,0.8255894
4190,Backend Lead,Editors,0.3703416
4191,Chief Resident,Chief Sustainability Officers,0.5809612
4192,Consulting Senior Analyst,Management Analysts,0.6861069
4193,Season Pass Clerk,Order Clerks,0.5051003
4194,Interim Postdoctoral Researcher,Archivists,0.40776482
4195,Special Initiatives Coordinator,Instructional Coordinators,0.602151
4196,Junior Editor,Editors,0.7667355
4197,Public Narrative Teaching Fellow,"Communications Teachers, Postsecondary",0.48220628
4198,Analytics Consultant,Business Intelligence Analysts,0.6267434
4199,Interpreter,Interpreters and Translators,0.8441891
4200,Doctor,"Physicians, All Other",0.7685568
4201,Mergers and Acquisitions Analyst,Management Analysts,0.64159036
4202,Mitigation Specialist,Occupational Health and Safety Specialists,0.52416867
4203,Senior Growth Architect,Landscape Architects,0.5752841
4204,Quantitative Trading Analyst,Financial Quantitative Analysts,0.8603525
4205,Director of Communications,Media Technical Directors/Managers,0.6223769
4206,Assistant Staff Judge Advocate,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.6303599
4207,Venture Capital Investor,Investment Fund Managers,0.5261566
4208,Academic Alliance Team Lead,Team Assemblers,0.46251476
4209,Middle Market Leader,Chief Executives,0.5869272
4210,Associate Professor,"Teachers and Instructors, All Other",0.5372988
4211,Student Researcher,"Biological Science Teachers, Postsecondary",0.53858054
4212,Operations and Strategy Senior Manager,General and Operations Managers,0.72007674
4213,Senior Associate Portfolio Manager,Investment Fund Managers,0.6206589
4214,Operator,Sewing Machine Operators,0.55613506
4215,Incoming Strategy Analyst,Management Analysts,0.57411754
4216,Research Program Manager,Project Management Specialists,0.6361264
4217,Technology Advisor,Computer and Information Research Scientists,0.57234955
4218,Technical Program Manager II,Computer and Information Systems Managers,0.56471425
4219,freelance technical writer,Technical Writers,0.7974221
4220,Data Insights & Machine Learning,Data Scientists,0.5523979
4221,Capabilities & Insights Analyst,Business Intelligence Analysts,0.64408195
4222,Baseball Player,Sports Medicine Physicians,0.46041998
4223,Advancement Director,Training and Development Specialists,0.5508754
4224,Internal Communications Manager,"Communications Equipment Operators, All Other",0.60701346
4225,Learning Engineer,Mechanical Engineers,0.7239923
4226,Business Development Representative,Training and Development Specialists,0.62182105
4227,Technical Program Manager,Computer and Information Systems Managers,0.61539197
4228,Strategic Programs Manager,General and Operations Managers,0.60521036
4229,Special Projects Policy Coordinator,Project Management Specialists,0.66667604
4230,Modeling Scientist,Models,0.6322249
4231,Applied AI Engineer,Industrial Engineers,0.6142396
4232,Content Developer,Web Developers,0.7237968
4233,Structural Engineer,Mechanical Engineers,0.75980914
4234,Meditation Teacher,"Special Education Teachers, All Other",0.49873704
4235,Senior Lead,"Military Officer Special and Tactical Operations Leaders, All Other",0.42772448
4236,Mathematician,Mathematicians,0.92975926
4237,Software Systems Engineer,Software Developers,0.7672316
4238,Marketing Director,Marketing Managers,0.7801833
4239,Postdoc,Postal Service Clerks,0.6247969
4240,Ophthalmology Resident,Ophthalmic Medical Technicians,0.8131902
4241,Brand and Marketing Designer,Fashion Designers,0.72578806
4242,Director of Development and Multifamily Investments,Investment Fund Managers,0.57731
4243,Executive and Submissions Editor,Editors,0.7051443
4244,Home Energy Specialist,Energy Auditors,0.5950054
4245,Recruitment Advisor,Human Resources Specialists,0.5830246
4246,Deployment Manager,General and Operations Managers,0.50452304
4247,Creative Executive,Chief Executives,0.5990132
4248,Humanities Teacher,"Anthropology and Archeology Teachers, Postsecondary",0.6258893
4249,Analyst Advisor,Management Analysts,0.76279694
4250,Entertainment Market Research Analyst,Market Research Analysts and Marketing Specialists,0.6753044
4251,Freelance Product Designer,Commercial and Industrial Designers,0.64342123
4252,Radiology Resident,Radiologists,0.7692522
4253,Managing Associate,Administrative Services Managers,0.54655683
4254,Recruiting Assistant,Nursing Assistants,0.58987176
4255,Stage Director,Talent Directors,0.6625377
4256,Higher Education Tutor,Tutors,0.8098681
4257,Application Developer,Software Developers,0.7925791
4258,Veterinary Assistant,Veterinary Assistants and Laboratory Animal Caretakers,0.849798
4259,Scientist,"Physical Scientists, All Other",0.75797415
4260,Special Education Coordinator,"Special Education Teachers, Elementary School",0.7583201
4261,Front End Web Developer,Web Developers,0.80882967
4262,Editor in Chief,Editors,0.77246046
4263,Task manager,Administrative Services Managers,0.561203
4264,Principal Solutions Engineer,Industrial Engineers,0.6167492
4265,Consulting Analyst,Management Analysts,0.7107905
4266,Prenatal Genetic Counselor,Genetic Counselors,0.81581485
4267,Violin Teacher,Music Therapists,0.5150231
4268,Operations Manager,General and Operations Managers,0.83562386
4269,Banker Associate,"Financial Clerks, All Other",0.61806494
4270,Professional,Clinical Nurse Specialists,0.5074692
4271,Senior AI Software Engineer,Software Developers,0.590407
4272,Product Owner,Parts Salespersons,0.49720836
4273,Solar Industry Analyst,Solar Energy Systems Engineers,0.71678084
4274,Tech Innovation Intern,Industrial Engineering Technologists and Technicians,0.5219284
4275,Article Editor,Editors,0.780212
4276,Training Manager,Training and Development Managers,0.77067643
4277,Technical Lead Manager,General and Operations Managers,0.5820061
4278,Cloud Customer Engineer,Customer Service Representatives,0.52292037
4279,Managing Strategy Consultant,Management Analysts,0.54150015
4280,Associate Program Manager,Administrative Services Managers,0.574784
4281,Visual Artist,Craft Artists,0.69479895
4282,Workshop Leader,Project Management Specialists,0.5275246
4283,Freelance Editorial Assistant,Editors,0.60325956
4284,Creator Community Lead,Producers and Directors,0.41923845
4285,Industry Business Solutions Lead,Supply Chain Managers,0.5078716
4286,Founder And Director,Producers and Directors,0.61468697
4287,Real Estate Agent,Real Estate Sales Agents,0.8830254
4288,Health Insurance Specialist,Health Education Specialists,0.71470916
4289,Educational Advisor,"Education Administrators, All Other",0.70456016
4290,Quantitative Risk Analyst,Financial Quantitative Analysts,0.7350529
4291,Security and AI/ML Developer,Information Security Engineers,0.54091996
4292,Growth and Marketing Associate,Marketing Managers,0.6141999
4293,Case Team Leader,Chief Executives,0.4685207
4294,Racial Equity and Impact Lending Officer,Loan Officers,0.52159065
4295,Design Researcher,"Designers, All Other",0.66399133
4296,C++ Engineer,Computer Hardware Engineers,0.6377368
4297,Lead Teacher,"Teachers and Instructors, All Other",0.5798435
4298,Technical Product Owner,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.5567072
4299,Biology Teacher,"Biological Science Teachers, Postsecondary",0.802672
4300,Offensive Quality Control Coach,Quality Control Analysts,0.56390727
4301,Development Coordinator,Training and Development Specialists,0.7075871
4302,Marketing Automation Manager,Marketing Managers,0.66029096
4303,Research Program Associate,Social Science Research Assistants,0.5825563
4304,MD/MPH Student,"Health Specialties Teachers, Postsecondary",0.4371128
4305,Process Development Engineer,Manufacturing Engineers,0.6155716
4306,Deputy Political Director,Political Scientists,0.5156552
4307,Graduate Clinician,Clinical Nurse Specialists,0.6413772
4308,Technical Business Analyst,Business Intelligence Analysts,0.71811795
4309,Business Technology Solutions Consultant,"Business Operations Specialists, All Other",0.59051347
4310,Dermatologist,Dermatologists,0.95853233
4311,Graduate Facilitator,Training and Development Specialists,0.58942235
4312,Affordable Housing Preservation Manager,"Property, Real Estate, and Community Association Managers",0.5379398
4313,Artist,Craft Artists,0.64206994
4314,Recruitment Chief,Chief Executives,0.60869336
4315,Customer Service Ninja,Customer Service Representatives,0.6103777
4316,CAD Supervisor,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.58678997
4317,Technical Consultant,Technical Writers,0.63839805
4318,Digital Teaching Fellow,"Computer Science Teachers, Postsecondary",0.5930511
4319,Managing Member,Administrative Services Managers,0.46338886
4320,Provider,Telephone Operators,0.5183211
4321,Manufacturing Engineer,Manufacturing Engineers,0.9610698
4322,Chief Financial and Innovation Officer,Financial Managers,0.6851922
4323,Data and Budget Analyst,Budget Analysts,0.8089704
4324,Quality Assurance,Quality Control Analysts,0.73848575
4325,Project & Development Coordinator,Project Management Specialists,0.75915027
4326,Distribution Platoon Leader,"Military Officer Special and Tactical Operations Leaders, All Other",0.50178576
4327,Data Team Lead,Data Scientists,0.5499852
4328,Psychotherapist Intern,Psychiatric Aides,0.52827406
4329,Assistant General Manager,General and Operations Managers,0.7073171
4330,Health Policy Fellow,Health Education Specialists,0.5769191
4331,Administrator,Database Administrators,0.7181424
4332,Accounts Payable Supervisor,Bill and Account Collectors,0.4962594
4333,Senior Portfolio Analyst,Financial and Investment Analysts,0.68749774
4334,Head Editor,Editors,0.6714754
4335,Clinical Researcher,Clinical Research Coordinators,0.7682963
4336,Energy Industry Analyst,Management Analysts,0.65550566
4337,Recruiting Associate,Infantry Officers,0.5197065
4338,Product Policy Manager,Regulatory Affairs Managers,0.5199584
4339,Wild Rivers Advocate,Conservation Scientists,0.41080415
4340,Senior Design Engineer,Manufacturing Engineers,0.6128961
4341,Senior Associate Sales Manager,Sales Managers,0.78170145
4342,Counselor Therapist,"Counselors, All Other",0.8475511
4343,Presidential Management Associate,Executive Secretaries and Executive Administrative Assistants,0.56670594
4344,Investment Specialist,Investment Fund Managers,0.74044204
4345,Special Events Coordinator,Instructional Coordinators,0.6230285
4346,Learning Coordinator,Instructional Coordinators,0.83741605
4347,Speech Therapist,Speech-Language Pathologists,0.67248535
4348,Creative Assistant,"Teaching Assistants, All Other",0.58491325
4349,Propulsion Development Engineer,Mechanical Engineers,0.6501808
4350,Human Capital Business Analyst,Management Analysts,0.652318
4351,Postgraduate Student,Training and Development Specialists,0.54664737
4352,Satellite Communications Technician,Broadcast Technicians,0.6781831
4353,Student Naval Aviator,Air Crew Officers,0.5796944
4354,Deputy State Solicitor,Lawyers,0.5171785
